id,name,desc,dragon_images
647,Popon,"A powerful dragon with powerful power. Unlike a huge size, a fairly timid personality. A lot of cases are surprised by small changes.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622211116177986.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162221573128149.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162222619941546.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622221877298078.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622221292445859.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622221488975969.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101457238818767.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261014571050664340.png']"
648,Zephyrus,A rare dragon that lives beyond the sky and out of reach of people. It is difficult to find it in winter because it hates the cold.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622492031848380.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622491193186753.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622501137248648.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622501765013208.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161622501825228944.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162250961410786.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201912261015281509744964.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20191226101528977613749.png']"
649,Dragon slayer,"An ancient dragon betrayed by light and darkness. Its identity is unknown anymore. He, who has fallen with hatred and curse, is only a'one who kills all dragons', a dragon slayer. [Available: Tower of Proof]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018041616232629042811.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161623261731219255.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162327997463981.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018041616232763038238.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161623272131285531.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161623281881200764.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162328658364419.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162328368704481.png']"
650,Helkaiser C,"Dragon dominating Arha by the command of Kades. Based on its superior intelligence, it uses cunning and cruel strategy. At the same time, a terrifying existence with strong enough power to defeat all of Arha's guardian dragons. [Acquisable. : Tower of Proof ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624131428950629.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162413110904030.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624132052598879.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624131411194910.png']"
651,Helkaiser B,"Dragon dominating Arha by the command of Kades. Based on its superior intelligence, it uses cunning and cruel strategy. At the same time, a terrifying existence with strong enough power to defeat all of Arha's guardian dragons. [Acquisable. : Tower of Proof ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162436862780132.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624361648610556.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162436646188896.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624361073865057.png']"
652,Helkaiser A,"Dragon dominating Arha by the command of Kades. Based on its superior intelligence, it uses cunning and cruel strategy. At the same time, a terrifying existence with strong enough power to defeat all of Arha's guardian dragons. [Acquisable. : Tower of Proof ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162455122239173.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162455728933100.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624551224552887.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161624561009539848.png']"
653,Helkaiser S,"Dragon dominating Arha by the command of Kades. Based on its superior intelligence, it uses cunning and cruel strategy. At the same time, a terrifying existence with strong enough power to defeat all of Arha's guardian dragons. [Acquisable. : Tower of Proof ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162511664027453.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625111517793990.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162511781585376.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625121867200860.png']"
654,Helkaiser SS,"Dragon dominating Arha by the command of Kades. Based on its superior intelligence, it uses cunning and cruel strategy. At the same time, a terrifying existence with strong enough power to defeat all of Arha's guardian dragons. [Acquisable. : Tower of Proof ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625291284852864.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162529292250066.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162529967449347.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625291277387325.png']"
655,Helkaiser SSS,"Dragon dominating Arha by the command of Kades. Based on its superior intelligence, it uses cunning and cruel strategy. At the same time, a terrifying existence with strong enough power to defeat all of Arha's guardian dragons. [Acquisable. : Tower of Proof ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625451819421264.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625451892893606.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625451824672799.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161625461927742333.png']"
656,Revenant C,A dragon that is as evil and vicious as it looks. Follow whatever orders from Helkaiser. He mercilessly slaughtered those who resisted Kadesh and Helkaiser.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626072102803893.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626072109390481.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162607253757386.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626071309672351.png']"
657,Revenant B,A dragon that is as evil and vicious as it looks. Follow whatever orders from Helkaiser. He mercilessly slaughtered those who resisted Kadesh and Helkaiser.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626251986527424.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626251754949950.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162625232448121.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626251248035055.png']"
658,Revenant A,A dragon that is as evil and vicious as it looks. Follow whatever orders from Helkaiser. He mercilessly slaughtered those who resisted Kadesh and Helkaiser.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162640136851994.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626401647298885.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162640317523195.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162641335245650.png']"
659,Revenant S,A dragon that is as evil and vicious as it looks. Follow whatever orders from Helkaiser. He mercilessly slaughtered those who resisted Kadesh and Helkaiser.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162656856418036.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162657774082536.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162657261184171.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161626581626258244.png']"
660,Revenant SS,A dragon that is as evil and vicious as it looks. Follow whatever orders from Helkaiser. He mercilessly slaughtered those who resisted Kadesh and Helkaiser.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162712634347125.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162713491334619.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161627131222701374.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161627131346130696.png']"
661,Revenant SSS,A dragon that is as evil and vicious as it looks. Follow whatever orders from Helkaiser. He mercilessly slaughtered those who resisted Kadesh and Helkaiser.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018041616274769738051.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162748403041114.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162748325264962.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416162748240335435.png']"
662,Evil Dunn C,"A dragon with a serious and serious character. Helkaiser's cunning scheme is in charge of a staff who adds prudence. It is speechless and difficult to read, but the cruelty hidden in it is as terrible as Helkaiser. [Obtainable: Proof: Proof: Tower of ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630151704616764.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630151924260445.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630151860855500.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630152124176922.png']"
663,Evil Dunn B,"A dragon with a serious and serious character. Helkaiser's cunning scheme is in charge of a staff who adds prudence. It is speechless and difficult to read, but the cruelty hidden in it is as terrible as Helkaiser. [Obtainable: Proof: Proof: Tower of ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630381157344014.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630391696617448.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163039652984951.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630391577985854.png']"
664,Evil Dunn A,"A dragon with a serious and serious character. Helkaiser's cunning scheme is in charge of a staff who adds prudence. It is speechless and difficult to read, but the cruelty hidden in it is as terrible as Helkaiser. [Obtainable: Proof: Proof: Tower of ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630561225141369.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630561584178015.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163056772188404.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161630561130141426.png']"
665,Evil Dunn S,"A dragon with a serious and serious character. Helkaiser's cunning scheme is in charge of a staff who adds prudence. It is speechless and difficult to read, but the cruelty hidden in it is as terrible as Helkaiser. [Obtainable: Proof: Proof: Tower of ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161631121101293056.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163112913339618.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163112111325852.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163112903670985.png']"
666,Evil Dunn SS,"A dragon with a serious and serious character. Helkaiser's cunning scheme is in charge of a staff who adds prudence. It is speechless and difficult to read, but the cruelty hidden in it is as terrible as Helkaiser. [Obtainable: Proof: Proof: Tower of ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161631271994172898.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163128865914297.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161631281870695539.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163128598199322.png']"
667,Evil Dunn SSS,"A dragon with a serious and serious character. Helkaiser's cunning scheme is in charge of a staff who adds prudence. It is speechless and difficult to read, but the cruelty hidden in it is as terrible as Helkaiser. [Obtainable: Proof: Proof: Tower of ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018041616314474134245.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161631441084136937.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180416163144226411969.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804161631441594773454.png']"
668,Dimension Dragon,"A being that wanders through the gap of the dimension. It is said that each viewer looks different. For the tamers of the Yutakan, it was only a dragon, and no one knows the original identity. [Available: Entrance of Arha]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805261835131260748857.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018052618344497656559.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180526183445300651935.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805261834451465501451.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301247061230252226.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805301247071559261654.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180530124707188372056.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180723120607926420586.png']"
669,Pixel dragon,"Dragon from a square world. Unlike the angular appearance, the owner of a kind and bright personality. Somehow, looking at me reminds me of the past nostalgia.","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018042611102915098498.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180426111029763266590.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180426111029564453721.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201804261110301933997573.png']"
670,Grand Saber C,"A dragon weapon crafted with more advanced magic engineering than Agnad. Even though it is a crafted soul, he is an apostle of justice who knows the value of life and peace. I swear to defeat all evils with Agnad. [Available: Event] , Premium Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180502190514548011752.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180502190514390313349.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180502190514796867699.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021905141896186942.png']"
671,Grand Saber B,"A dragon weapon crafted with more advanced magic engineering than Agnad. Even though it is a crafted soul, he is an apostle of justice who knows the value of life and peace. I swear to defeat all evils with Agnad. [Available: Event] , Premium Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180502190534483747918.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021905351164982088.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018050219053540902393.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180502190535629618483.png']"
672,Grand Saber A,"A dragon weapon crafted with more advanced magic engineering than Agnad. Even though it is a crafted soul, he is an apostle of justice who knows the value of life and peace. I swear to defeat all evils with Agnad. [Available: Event] , Premium Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021905522137057723.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021905521464050696.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/2018050219055224013317.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/20180502190553752175335.png']"
673,Grand Saber S,"A dragon weapon crafted with more advanced magic engineering than Agnad. Even though it is a crafted soul, he is an apostle of justice who knows the value of life and peace. I swear to defeat all evils with Agnad. [Available: Event] , Premium Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021906061815846814.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021906071061417422.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021906071998168786.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/201805021906072050546585.png']"
